,ProjectName,BranchNum,PullRequestNum,CommitNum,Topics,ReleaseInfo,star
57,aws-iot-device-sdk-cpp-v2,30,3,207,['hacktoberfest'],CRT update for fix for dlopen usage from Mac,121
58,Jobs-for-AWS-IoT-embedded-sdk,2,0,75,[],v1.2.0,10
59,amazon-braket-examples,7,11,392,[],,246
60,aws-sdk-java,30,33,"3,458","['java', 'aws', 'amazon', 'aws-sdk']",,3811
61,aws-sdk-net,19,20,"10,219",[],,1816
62,amazon-sagemaker-examples,160,123,"2,464","['training', 'aws', 'data-science', 'machine-learning', 'reinforcement-learning', 'deep-learning', 'examples', 'jupyter-notebook', 'inference', 'sagemaker', 'mlops']",Examples checkpoint prior to website launch,7281
63,telegraf,62,9,"6,315",[],Release gopsutil upgrade,7
64,aws-toolkit-vscode,82,36,"2,894","['aws', 'lambda', 'cloudformation', 'aws-lambda', 'serverless', 'amazon', 's3', 'vscode', 'vscode-extension', 'cdk']",1.48.0,969
65,aws-sdk-ruby,5,3,"6,685","['ruby', 'aws', 'cloud', 'aws-sdk']",Release v2.11.632 - 2020-11-20,3379
66,amazon-vpc-resource-controller-k8s,7,2,186,[],v1.1.3,47
67,aws-sdk-cpp,17,21,"3,518","['aws', 'cross-platform', 'cpp']",,1541
68,aws-sdk-go,2,18,"4,827","['go', 'aws', 'aws-sdk']",Release v1.44.85,7835
69,aws-dotnet-deploy,34,3,704,[],Release 1.2.4,101
70,aws-toolkit-visual-studio,1,0,48,[],1.27.0.0,65
71,aws-sdk-php,4,13,"6,395",[],Version 3.234.3,5627
72,amazon-braket-schemas-python,5,1,170,[],v1.10.2,34
73,amazon-braket-sdk-python,16,6,543,"['python', 'quantum', 'quantum-computing', 'amazon-web-services', 'amazon-braket']",v1.29.2,190
74,amazon-ecs-init,18,3,587,[],Amazon ECS Init - v1.62.2-1,185
75,amazon-genomics-cli,27,6,385,"['aws', 'genomics']",v1.5.0,110
76,eks-anywhere-packages,3,5,300,[],v0.11.0,13
77,sagemaker-python-sdk,10,45,"2,643","['python', 'aws', 'machine-learning', 'mxnet', 'tensorflow', 'pytorch', 'sagemaker', 'huggingface']",v2.106.0,1684
78,public-suffix-list,7,0,1,[],,1
79,aws-parallelcluster-cookbook,22,12,"1,728",[],AWS ParallelCluster v3.2.0,86
80,amazon-cloudwatch-agent,11,13,465,[],v1.247354.0,289
81,eks-charts,11,55,591,[],v0.0.102,837
82,sagemaker-scikit-learn-container,8,6,130,[],1.0-1,112
83,amazon-ssm-agent,3,16,"2,432",[],Amazon SSM Agent - Release 3.1.1732.0 - 2022-08-15,884
84,aws-nitro-enclaves-cli,2,6,478,"['nitro', 'enclave', 'nitro-enclaves']",v1.2.0,73
85,aws-mwaa-local-runner,10,16,17,[],Amazon MWAA - Local Runner 2.0.2,302
86,aws-nitro-enclaves-acm,2,0,56,"['nitro', 'enclave', 'pkcs', 'nitro-enclave']",,45
87,eks-distro-prow-jobs,1,1,377,"['aws', 'kubernetes-deployment', 'prow', 'eks']",,16
88,codelyzer,29,6,513,"['roslyn', 'code', 'analyzer', 'antlr4', 'source-code']",,51
89,amazon-ecs-ami,28,2,65,[],,93
90,SigV4-for-AWS-IoT-embedded-sdk,2,1,57,[],v1.1.0,2
91,porting-assistant-dotnet-datastore,42,2,311,"['aws', 'csharp', 'porting', 'csharp-core']",,51
92,Fleet-Provisioning-for-AWS-IoT-embedded-sdk,2,1,23,[],v1.0.1,4
93,sagemaker-tensorflow-serving-container,2,3,247,[],v1.8.4,144
94,aws-elastic-beanstalk-cli,2,8,"1,255","['aws', 'elasticbeanstalk', 'beanstalk', 'awsebcli']",,120
95,aws-node-termination-handler,2,0,437,"['kubernetes', 'golang', 'spot-instances', 'aws-ec2', 'eks', 'maintenance-events']",v1.17.1,1259
96,serverless-application-model,22,8,886,"['aws', 'lambda', 'serverless', 'sam', 'serverless-applications', 'aws-sam', 'serverless-application-model', 'sam-specification']",SAM v1.50.0 Release,8697
97,aws-ofi-nccl,2,3,118,[],[aws] AWS OFI NCCL v1.4.0,53
98,ota-for-aws-iot-embedded-sdk,12,3,390,[],v3.3.0,29
99,aws-cloud-map-mcs-controller-for-k8s,5,5,126,"['kubernetes', 'golang', 'aws', 'k8s', 'kubernetes-controller', 'k8s-controller', 'multicluster', 'aws-cloudmap']",v0.2.3,61
100,amazon-chime-sdk-cpp,2,1,4,[],,3
101,chalice,10,55,"2,352","['python', 'aws', 'lambda', 'cloud', 'aws-lambda', 'serverless', 'aws-apigateway', 'python3', 'serverless-framework', 'python27']",,9151
102,aws-sdk-js-crypto-helpers,15,12,175,[],,37
