,ProjectName,BranchNum,PullRequestNum,CommitNum,Topics,ReleaseInfo,star
1328,java-monitoring-client-library,1,1,56,"['java', 'metrics', 'monitoring-library', 'stackdriver-monitoring']",Minor release,59
1329,sa360-webquery-bigquery,1,0,17,[],v1.1,11
1330,pygtrie,2,3,66,[],,759
1331,jsaction,1,2,192,[],,1003
1332,lecam-gan,1,0,8,"['gan', 'image-generation', 'data-efficient', 'cvpr2021']",,140
1333,pcbdl,8,2,88,"['python', 'hardware', 'electronics', 'eda', 'schematics', 'hdl', 'netlist']",,113
1334,capsicum-test,4,2,574,[],,38
1335,slowjam,1,0,31,"['golang', 'performance', 'analysis', 'profiling']",v1.0.0,190
1336,tabletopaudio-action,1,0,8,[],,7
1337,look-before-you-speak,1,0,14,[],,2
1338,google-drive-dokany,1,0,6,[],,24
1339,applied-machine-learning-intensive,1,1,5,"['data-science', 'machine-learning', 'tensorflow', 'sklearn', 'python3', 'tensorflow-tutorials', 'tensorflow-examples']",,123
1340,tirg,1,1,14,[],,253
1341,autobidding-readiness-monitor,1,0,15,[],,6
1342,centaur,1,0,12,[],,6
1343,git-appraise-web,7,1,104,[],,179
1344,merror,1,0,12,['error-handling'],,3
1345,actions-on-google-flashcards-template-sdk,1,0,5,[],,7
1346,actions-on-google-trivia-template-sdk,1,0,11,[],,14
1347,jse4conf,3,3,3,[],,4
1348,splot-java,7,4,71,[],,13
1349,hotel-booking-api-validator,3,0,15,[],,14
1350,googlesource-auth-tools,1,0,9,[],,13
1351,starlark-rust,2,0,327,"['rust', 'bazel', 'rust-lang', 'skylark']",0.3.1,186
1352,protodatastore-cpp,2,0,40,[],,1
1353,code-review-bot,1,1,82,"['github', 'bot', 'code-review', 'cla']",Code Review Bot 0.1,81
1354,memcpy-gemm,1,0,9,[],,10
1355,dspl,1,1,130,[],v0.5.0,46
1356,pinject,2,1,285,[],Version 0.15.3,1327
1357,wasserstein-dist,1,0,5,[],,63
1358,dotty,1,3,57,[],,50
1359,go-intervals,1,0,15,"['golang', 'time', 'sets', 'toplogy']",,117
1360,go-pcie-screamer,1,0,6,[],,15
1361,sge-monorepo,1,0,1,[],,56
1362,sa360-bigquery-bootstrapper,3,1,317,[],,3
1363,http_pattern_matcher,1,0,23,[],,2
1364,brailleback,1,0,3,[],,28
1365,hubvantage,2,0,1,[],,3
1366,example_extrapolation,1,0,1,[],,7
1367,security-research-pocs,1,0,44,[],,1792
1368,oss-vulnerability-guide,2,0,14,[],,100
1369,ga360-bqml-toolkit,1,0,37,[],,5
1370,pytruth,1,0,80,"['python', 'mock', 'unittest', 'assertion', 'truth', 'fluent']",,145
1371,android-emulator-m1-preview,1,0,16,[],,1280
1372,nitroml,15,0,263,"['python', 'benchmarking', 'machine-learning', 'modular', 'scale', 'portable', 'automl', 'kubeflow', 'tfx', 'model-quality']",,38
1373,perforce-utils,1,1,4,[],,4
1374,eslint-config-google,1,1,73,[],v0.7.0,1648
1375,language-jsonnet,3,1,16,[],,21
1376,vk_callback_swapchain,1,0,13,[],,3
1377,platform_benchmarks,1,0,20,[],,13
1378,arrow-logo,2,0,134,[],,12
1379,stm32_bare_lib,1,1,47,[],,126
1380,webrisk,7,2,33,[],,40
1381,usbmon,1,0,64,"['linux', 'usb', 'udev', 'collectd', 'collectd-plugin', 'usbmon']",1.1,29
1382,timecast,1,0,22,"['timeseries', 'time-series', 'prediction', 'prediction-algorithm', 'online-learning', 'time-series-analysis', 'timeseries-data', 'timeseries-analysis', 'time-series-prediction', 'time-series-forecasting', 'timeseries-forecasting', 'timeseries-prediction']",Release v0.4.0,14
1383,ormolu,2,0,480,[],,11
1384,tcav-for-ehr,1,0,7,[],,3
1385,dicomproxy,1,0,1,[],,4
1386,idaidle,1,0,19,"['c-plus-plus', 'ida-pro', 'ida-plugin']",v0.7: Merge pull request #4 from google/__workflow2,25
1387,play-licensing,1,3,25,[],,89
1388,forklift,5,1,60,[],,8
1389,GSCXScanner,1,2,28,[],GSCXScanner 3.0.3,119
1390,acai,1,1,88,"['java', 'frontend', 'backend', 'guice', 'acai', 'junit4']",Acai 1.1,73
1391,ftc-object-detection,2,0,32,[],,34
1392,tsunami,1,0,13,[],Fixed PAX handling,3
1393,osdetector-gradle-plugin,1,0,52,[],,88
1394,containerregistry,5,9,130,"['docker', 'docker-image', 'docker-registry', 'gcloud', 'docker-images', 'google-containers', 'gcloud-sdk']",v0.0.38: Fix credential parsing bug,195
1395,open-location-code-swift,1,1,29,[],Xcode 10.2 Support,43
1396,open-dice,0,0,0,[],,1
1397,midi-dump-tools,1,0,12,[],,27
1398,sky-optimization,1,1,35,[],,33
1399,macops-planb,1,0,31,[],,136
1400,image-supplemental-feed-creator,1,0,4,[],,1
1401,compare_gan,5,4,21,[],,1788
1402,zeroshell-linode,1,1,1,[],,13
1403,gwtmockito,2,1,156,[],,154
1404,apis-client-generator,3,1,134,[],"January, 2019",156
1405,gae-secure-scaffold-python,1,0,40,[],,109
1406,prefetchalyzer,2,1,33,"['javascript', 'performance', 'web', 'har', 'prefetch', 'webperf', 'precache']",,8
1407,multichannel-audio-tools,2,0,28,[],,61
1408,dart-gl,4,0,52,[],,90
1409,network-mapper,2,0,44,[],,50
1410,mako,6,1,85,[],Second Release,57
1411,sling,3,0,508,"['nlp', 'machine-learning', 'natural-language-processing', 'neural-network', 'jit-compiler', 'natural-language-understanding', 'frame-semantic-parsing']",Final SEMPAR release,1912
1412,tie,68,4,377,[],,374
1413,citest,1,0,529,[],,57
1414,zuckerli,1,0,24,[],,26
1415,spindle-dv360,1,0,10,"['bigquery', 'orchestra', 'cloud-composer', 'dv360']",,9
1416,canvas-5-polyfill,1,0,29,[],0.1.5 Release,191
1417,trueview-sdf-generator,1,0,6,[],,4
1418,mannequinchallenge,1,2,22,[],,465
1419,skicka,1,0,275,[],,1275
1420,cauliflowervest,1,2,164,[],,285
1421,vsaq,1,1,11,[],,798
1422,StrawNet,1,0,8,[],,2
1423,retiming,1,0,2,"['computer-vision', 'deep-learning', 'pytorch', 'video-decomposition', 'retiming', 'layer-decomposition']",,149
1424,aistreams,1,0,187,[],,5
1425,safeside,14,2,239,[],,473
1426,ads-account-structure-script,1,0,6,[],,8
