,ProjectName,BranchNum,PullRequestNum,CommitNum,Topics,ReleaseInfo,star
194,Alibaba-Java-Coding-Guidelines,1,0,13,[],,844
195,logger.api,5,4,16,[],,13
196,GCanvas,30,2,566,"['webgl', 'opengl', 'canvas', 'graphics', '2d']",,1763
197,RedisFullCheck,22,3,153,"['redis', 'replication', 'data-comparison', 'full-data-check', 'redisshake']",release-v1.4.8-20200212,583
198,SUMN-universal-user-representation,1,0,7,[],,7
199,Patrons,2,0,23,"['art', 'android', 'abort', 'oom', 'native-crash', 'region-space']",Compatible with Android S,358
200,atlas,74,3,"1,214","['android', 'dynamic', 'atlas']",Atlas support android Q,8075
201,dragonwell8_nashorn,6,0,"2,712",[],,5
202,dragonwell8_langtools,6,0,"4,026",[],,7
203,dragonwell8_jaxws,6,0,"2,020",[],,5
204,dragonwell8_jaxp,6,0,"2,231",[],,5
205,dragonwell8_corba,5,0,"2,129",[],,7
206,browser-extension-kit,1,0,9,[],1.0.0,100
207,qt5,1,0,1,[],,1
208,HandyJSON,7,9,335,"['swift', 'serialization', 'json', 'mapping', 'deserialization', 'json-fields']",4.1.3,4024
209,t-game-sdk,1,0,11,[],,5
210,Trescope,1,1,21,"['machine-learning', 'deep-learning', 'label', 'point-cloud', '3d-data-visualization', '3d-front-dataset']",v0.0.1,112
211,spring-context-support,2,1,109,"['java', 'spring', 'spring-framework', 'alibaba', 'spring-context']",1.0.11,137
212,SystemOperation-Maintenance,1,0,2,[],,1
213,metrics,2,4,98,"['java', 'metrics']",Metrics 2.0.1,509
214,git-repo-go-doc,3,0,36,"['git-repo', 'agit-flow']",,11
215,git-repo-go,8,0,463,"['git-repo', 'agit-flow']",git-repo 0.7.8,177
216,jbang-catalog,1,0,9,"['jbang', 'jbang-appstore', 'jbang-catalog']",,6
217,keentune,1,0,1,[],,5
218,easy-retry,2,0,75,[],,95
219,ansible-provider-docs,1,4,62,[],,31
220,BizGoblin,5,1,60,[],,129
221,cluster-contrast-reid,1,2,12,[],,160
222,Retrieval-based-Pre-training-for-Machine-Reading-Comprehension,1,1,2,[],,9
223,acm-sdk-python,1,4,49,[],,54
224,youku-sdk-tool-woodpecker,2,0,109,"['ios', 'ui-design', 'performance', 'ui', 'tools', 'objective-c', 'po', 'ui-testing', 'performance-testing', 'pick-view', 'method-listen-in']",,737
225,anyproxy,22,26,493,[],,7459
226,OS-hardware-compatibility-test,0,0,0,[],,3
227,session-compatible-fast-serializer,1,0,2,"['serializer', 'kryo']",v1.0.0,9
228,system-register-tools,1,0,5,[],,16
229,web-editor,4,0,123,"['editor', 'web', 'atx']",0.4.2,807
230,FeatureGenerator,1,0,4,[],,20
231,bindingx,14,11,460,"['android', 'ios', 'design', 'ui', 'react-native', 'interactive', 'weex']",,1228
232,deep-multi-representational-item-network,1,0,1,[],,5
233,bytekit,1,0,58,[],,272
234,multiple-cameras-and-3D-LiDARs-extrinsic-calibration,2,0,43,[],,62
235,text-ui,1,0,32,[],,39
