,ProjectName,BranchNum,PullRequestNum,CommitNum,Topics,ReleaseInfo,star
77,ml-mobileone,1,0,1,[],,223
78,ml-spin,1,0,2,[],,9
79,ml-neilf,1,0,1,[],,36
80,ml-flair,1,0,2,[],,26
81,ml-all-pairs,1,1,6,[],,36
82,ml-cread,1,0,14,[],,19
83,swift-evolution-staging,5,3,1,[],,31
84,ml-selfcond,1,0,1,[],,15
85,ml-sad,3,0,22,[],,20
86,ml-vfi-smiff,1,0,1,[],,9
87,HomeKitADK,1,2,57,[],,2403
88,cups,10,13,"2,532","['printer', 'snmp', 'printing', 'ipp', 'ipp-protocol']","CUPS 2.3.3 is a general bug fix release, including:",1557
89,ml-cvpr2019-swd,3,2,3,['cvpr2019'],,113
90,ml-capsules-inverted-attention-routing,1,0,1,['iclr2020'],,116
91,ml-cifar-10-faster,1,0,1,[],,48
92,ml-data-parameters,1,0,2,['neurips-2019'],,68
93,ml-knowledge-conflicts,2,0,4,[],,31
94,ml-afv,1,0,1,['neurips-2019'],,44
95,ml-collegial-ensembles,1,0,1,[],,9
96,ml-mkqa,1,1,8,"['nlp', 'dataset', 'multilingual-evaluation']",,98
97,ml-shuffling-amplification,1,0,3,[],,7
98,ml-ncg,4,1,13,[],,10
99,ml-tree-dst,1,0,1,[],,25
100,ml-transcript-translation-consistency-ratings,1,0,1,[],,6
101,ml-quant,1,1,1,[],,60
102,ml-probabilistic-attention,1,0,12,[],,14
103,GCGC,1,0,1,[],,408
104,ml-cvnets,2,2,4,"['machine-learning', 'computer-vision', 'deep-learning', 'detection', 'pytorch', 'classification', 'imagenet', 'segmentation', 'pascal-voc', 'mscoco', 'ade20k']",,964
105,swift-internals,3,0,132,[],,184
106,ccs-pykerberos,4,9,172,[],PyKerberos-1.3.1,103
107,ml-stuttering-events-dataset,1,0,7,[],,39
108,ml-no-token-left-behind,1,0,9,[],,120
109,sample-cloudkit-tooling,1,0,3,[],,7
110,sample-cloudkit-zonesharing,1,0,1,[],,10
111,sample-cloudkit-encryption,1,0,7,[],,56
112,sample-cloudkit-privatedb,1,0,7,[],,110
113,sample-cloudkit-privatedb-sync,1,0,10,[],,94
114,sample-cloudkit-queries,1,0,7,[],,84
115,sample-cloudkit-sharing,1,0,21,[],,213
116,ml-fct,1,0,2,[],,26
117,swift-package-collection-generator,5,2,51,[],,77
118,ccs-caldavtester,14,1,"1,299",[],CalDAVTester-5.1,46
119,ml-qrecc,1,0,13,[],,84
120,swift-community-hosted-continuous-integration,2,2,103,[],,96
121,ml-dab,1,0,3,[],,15
122,swift-issues,1,0,4,[],,4
123,swift-algorithms,11,24,149,"['algorithm', 'iterator', 'itertools']",Swift Algorithms 1.0.0,4520
124,example-package-dealer,1,1,23,[],Swift 4,275
125,example-package-deckofplayingcards,1,1,42,[],Swift 4,163
126,example-package-playingcard,1,2,27,[],3.0.5,263
127,ml-code-switched-speech-translation,1,0,1,[],,17
128,swift-atomics,2,3,83,"['synchronization', 'concurrency']",Atomics 1.0.2,778
129,swiftpm-on-llbuild2,2,1,60,[],,37
130,ml-equivariant-neural-rendering,1,1,2,[],,80
131,apple-llvm-infrastructure-tools,4,1,603,[],,37
132,swift-collections-benchmark,2,1,13,[],0.0.2,245
133,sample-cloudkit-coredatasync,2,0,2,[],,126
134,swift-sample-distributed-actors-transport,2,1,30,[],,79
135,swift-package-registry-compatibility-test-suite,1,0,23,[],,3
136,swift-se0288-is-power,1,0,10,[],2.0.0,3
137,swift-standard-library-preview,2,1,8,[],StandardLibraryPreview 0.0.3,245
138,swift-se0270-range-set,1,1,5,[],Fix subscript setters,17
139,ml-core,1,0,4,[],,21
140,turicreate,3,18,"1,571","['python', 'machine-learning', 'deep-learning']",6.4.1,10785
141,tensorflow_macos,1,6,9,[],,3540
142,learning-compressible-subspaces,1,0,1,[],,9
143,example-package-fisheryates,1,3,34,[],2.0.6,174
144,ml-gsn,2,0,6,[],,234
145,ml-covid-mobility,1,0,1,[],,7
