,Topic,Description,Organization,License Type,Software Type
0,Vectorizing C-to-C Compiler,A source-to-source compiler (C-to-C) supporting vectorization and generation of RISC-V Vector Extension intrinsics, emmtrix Technologies GmbH, , 
