,Topic,Description,Organization,License Type,Software Type
0,ViDBo,Virtual Development Board is a protocol for interacting with a simulated SoC through a web browser, The amazing Olof Kindgren's world encompassing empire, Permissive , Application InfrastructureSimulators 
